Family	Mapped	Family_name	Genes	Molecular_function	Bio_process	Cell_component	Protein_class	Interpro
PTHR38764:SF1	VIBCH|EnsemblGenome=VC_A0769|UniProtKB=Q9KLH5	ACYL CARRIER PROTEIN PHOSPHODIESTERASE	8	"catalytic activity, acting on a protein(GO:0140096);phosphoric diester hydrolase activity(GO:0008081)"	fatty acid biosynthetic process(GO:0006633)			
PTHR36115:SF5	VIBCH|EnsemblGenome=VC_0842|UniProtKB=H9L4P4	SUBFAMILY NOT NAMED	6					
PTHR43291:SF5	VIBCH|EnsemblGenome=VC_A1071|UniProtKB=Q9KKN1	SODIUM/PROLINE SYMPORTER	30				carbohydrate transporter(PC00067);cation transporter(PC00068)	
PTHR46796:SF2	VIBCH|EnsemblGenome=VC_A1001|UniProtKB=Q9KKU9	SUBFAMILY NOT NAMED	17					
PTHR34299:SF1	VIBCH|EnsemblGenome=VC_A0714|UniProtKB=Q9KLM9	DIACYLGLYCEROL KINASE	26					
PTHR33284:SF1	VIBCH|EnsemblGenome=VC_1640|UniProtKB=Q9KRK0	"RIBOSOMAL PROTEIN L25/GLN-TRNA SYNTHETASE, ANTI-CODON-BINDING DOMAIN-CONTAINING PROTEIN"	73	rRNA binding(GO:0019843)	formation of translation initiation ternary complex(GO:0001677);translational elongation(GO:0006414);translational termination(GO:0006415)	cytosolic large ribosomal subunit(GO:0022625)		
PTHR34981:SF1	VIBCH|EnsemblGenome=VC_2478|UniProtKB=Q9KP95	CELL DIVISION PROTEIN ZAPA	17		asexual reproduction(GO:0019954);cellular protein-containing complex assembly(GO:0034622);division septum assembly(GO:0000917);membrane fission(GO:0090148);organelle assembly(GO:0070925);reproductive process(GO:0022414);septin ring organization(GO:0031106)	cell division site(GO:0032153);cell septum(GO:0030428);cytosol(GO:0005829)		
PTHR42811:SF11	VIBCH|EnsemblGenome=VC_0919|UniProtKB=Q9KTI3	SUBFAMILY NOT NAMED	5					
PTHR30040:SF2	VIBCH|EnsemblGenome=VC_2289|UniProtKB=Q9KPS3	FAD:PROTEIN FMN TRANSFERASE	32					
PTHR38030:SF2	VIBCH|EnsemblGenome=VC_2755|UniProtKB=Q9KNI4	PROTOPORPHYRINOGEN IX DEHYDROGENASE [MENAQUINONE]	17					
PTHR32347:SF19	VIBCH|EnsemblGenome=VC_1563|UniProtKB=Q9KRS3	SUBFAMILY NOT NAMED	2					
PTHR45753:SF2	VIBCH|EnsemblGenome=VC_2508|UniProtKB=Q9KP68	SUBFAMILY NOT NAMED	9	"transferase activity, transferring one-carbon groups(GO:0016741)"	cellular amino acid biosynthetic process(GO:0008652)			
PTHR35850:SF2	VIBCH|EnsemblGenome=VC_A0107|UniProtKB=Q9KN58	SUBFAMILY NOT NAMED	6					
PTHR10794:SF46	VIBCH|EnsemblGenome=VC_2610|UniProtKB=Q9KNX0	ESTERASE YHET-RELATED	13		cellular lipid metabolic process(GO:0044255)		serine protease(PC00203)	
PTHR36150:SF1	VIBCH|EnsemblGenome=VC_2429|UniProtKB=Q9KPE1	DNA GYRASE INHIBITOR YACG	12					
PTHR32063:SF18	"VIBCH|EnsemblGenome=VC_1757|UniProtKB=Q9KR85,VIBCH|EnsemblGenome=VC_1673|UniProtKB=Q9KRG9"	SUBFAMILY NOT NAMED	10					
PTHR30532:SF2	VIBCH|EnsemblGenome=VC_0776|UniProtKB=H9L4S6	FERRIENTEROBACTIN-BINDING PERIPLASMIC PROTEIN	5			outer membrane-bounded periplasmic space(GO:0030288);plasma membrane(GO:0005886)		
PTHR30069:SF37	VIBCH|EnsemblGenome=VC_2211|UniProtKB=P0C6R1	SUBFAMILY NOT NAMED	3					
PTHR23115:SF170	VIBCH|EnsemblGenome=VC_2559|UniProtKB=Q9KP20	ELONGATION FACTOR 1-ALPHA-RELATED	149				G-protein(PC00020);hydrolase(PC00121);translation elongation factor(PC00222);translation initiation factor(PC00224)	
PTHR22777:SF16	VIBCH|EnsemblGenome=VC_A0837|UniProtKB=Q9KLA9	UPF0053 INNER MEMBRANE PROTEIN YTFL	6			plasma membrane(GO:0005886)		
PTHR47545:SF1	VIBCH|EnsemblGenome=VC_2446|UniProtKB=Q9KPC6	MULTIFUNCTIONAL CCA PROTEIN	18					
PTHR35535:SF1	VIBCH|EnsemblGenome=VC_1663|UniProtKB=Q9KRH9	HEAT SHOCK PROTEIN HSLJ	16					
PTHR38781:SF1	VIBCH|EnsemblGenome=VC_A0324|UniProtKB=Q9KML3	ANTITOXIN DINJ-RELATED	8	proximal promoter sequence-specific DNA binding(GO:0000987)	"transcription, DNA-templated(GO:0006351)"			
PTHR30288:SF0	VIBCH|EnsemblGenome=VC_2140|UniProtKB=Q9KQ63	FLAGELLAR HOOK-ASSOCIATED PROTEIN 2	22		cell motility(GO:0048870)	cell projection part(GO:0044463);non-membrane-bounded organelle(GO:0043228);organelle part(GO:0044422)		
PTHR22854:SF2	VIBCH|EnsemblGenome=VC_1171|UniProtKB=Q9KST5	"INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE, CHLOROPLASTIC"	89	lyase activity(GO:0016829)	aromatic compound biosynthetic process(GO:0019438);cellular amino acid biosynthetic process(GO:0008652);cellular nitrogen compound biosynthetic process(GO:0044271);heterocycle biosynthetic process(GO:0018130);organic cyclic compound biosynthetic process(GO:1901362)		isomerase(PC00135)	
PTHR43767:SF8	"VIBCH|EnsemblGenome=VC_1985|UniProtKB=Q9KQL3,VIBCH|EnsemblGenome=VC_A1110|UniProtKB=H9L4P7"	LONG-CHAIN-FATTY-ACID--COA LIGASE	16	ligase activity(GO:0016874);transporter activity(GO:0005215)	fatty acid metabolic process(GO:0006631);lipid transport(GO:0006869)		ligase(PC00142)	
PTHR32552:SF81	VIBCH|EnsemblGenome=VC_0200|UniProtKB=Q9KVE6	FERRICHROME OUTER MEMBRANE TRANSPORTER/PHAGE RECEPTOR	15					
PTHR38034:SF1	VIBCH|EnsemblGenome=VC_0559|UniProtKB=Q9KUG2	INNER MEMBRANE PROTEIN YPJD	10					
PTHR34986:SF4	VIBCH|EnsemblGenome=VC_1555|UniProtKB=Q9KRT1	TOXIN-ANTITOXIN BIOFILM PROTEIN TABA	5		multi-organism cellular process(GO:0044764)	cytosol(GO:0005829)		
PTHR30537:SF21	VIBCH|EnsemblGenome=VC_A0635|UniProtKB=Q9KLV6	SUBFAMILY NOT NAMED	6	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	"transcription, DNA-templated(GO:0006351)"			
PTHR43537:SF29	VIBCH|EnsemblGenome=VC_1335|UniProtKB=Q9KSC3	SUBFAMILY NOT NAMED	16	transferase activity(GO:0016740)	cellular amino acid metabolic process(GO:0006520);porphyrin-containing compound metabolic process(GO:0006778)		transaminase(PC00216);winged helix/forkhead transcription factor(PC00246)	
PTHR35806:SF1	"VIBCH|EnsemblGenome=VC_0551|UniProtKB=Q9KUH0,VIBCH|EnsemblGenome=VC_0792|UniProtKB=Q9KTU5"	SUBFAMILY NOT NAMED	13					
PTHR30545:SF2	VIBCH|EnsemblGenome=VC_0597|UniProtKB=Q9KUC5	SUGAR FERMENTATION STIMULATION PROTEIN A	20	DNA binding(GO:0003677)				
PTHR30411:SF0	VIBCH|EnsemblGenome=VC_2172|UniProtKB=Q9KQ32	SUBFAMILY NOT NAMED	21					
PTHR30572:SF5	"VIBCH|EnsemblGenome=VC_1566|UniProtKB=Q9KRS0,VIBCH|EnsemblGenome=VC_1567|UniProtKB=Q9KRR9"	SUBFAMILY NOT NAMED	9	transmembrane transporter activity(GO:0022857)	cellular process(GO:0009987)	plasma membrane(GO:0005886)		
PTHR30461:SF16	VIBCH|EnsemblGenome=VC_A0795|UniProtKB=Q9KLF1	SERINE RECOMBINASE PINE-RELATED	23	"catalytic activity, acting on DNA(GO:0140097)"	DNA recombination(GO:0006310)			
PTHR43632:SF1	VIBCH|EnsemblGenome=VC_1524|UniProtKB=Q9KRW0	SUBFAMILY NOT NAMED	7					
PTHR12919:SF20	VIBCH|EnsemblGenome=VC_0561|UniProtKB=Q9KUG0	"37S RIBOSOMAL PROTEIN S16, MITOCHONDRIAL"	103	structural constituent of ribosome(GO:0003735)			ribosomal protein(PC00202)	
PTHR26402:SF644	VIBCH|EnsemblGenome=VC_1719|UniProtKB=Q9KRC3	TORCAD OPERON TRANSCRIPTIONAL REGULATORY PROTEIN TORR	5	DNA-binding transcription factor activity(GO:0003700);molecular transducer activity(GO:0060089);transcription regulatory region sequence-specific DNA binding(GO:0000976)	"phosphorelay signal transduction system(GO:0000160);positive regulation of transcription, DNA-templated(GO:0045893);transcription, DNA-templated(GO:0006351)"	cytosol(GO:0005829);protein-DNA complex(GO:0032993)	methyltransferase(PC00155);protein kinase(PC00193);winged helix/forkhead transcription factor(PC00246)	
PTHR11548:SF9	VIBCH|EnsemblGenome=VC_0675|UniProtKB=O66108	THYMIDYLATE SYNTHASE	25	methyltransferase activity(GO:0008168)			methyltransferase(PC00155)	
PTHR11472:SF60	VIBCH|EnsemblGenome=VC_1990|UniProtKB=Q9KQK8	ATP-DEPENDENT DNA HELICASE YOAA-RELATED	18	ATP-dependent DNA helicase activity(GO:0004003)				
PTHR12112:SF44	VIBCH|EnsemblGenome=VC_1687|UniProtKB=Q9KRF5	SUBFAMILY NOT NAMED	20	pyrophosphatase activity(GO:0016462)	cellular catabolic process(GO:0044248);organic substance catabolic process(GO:1901575);oxoacid metabolic process(GO:0043436);phosphorus metabolic process(GO:0006793)	cytoplasm(GO:0005737)		
PTHR42872:SF3	"VIBCH|EnsemblGenome=VC_2062|UniProtKB=Q9KQD8,VIBCH|EnsemblGenome=VC_1401|UniProtKB=Q9KS59"	SUBFAMILY NOT NAMED	19					
PTHR30001:SF0	VIBCH|EnsemblGenome=VC_0419|UniProtKB=Q9KUU6	RIBONUCLEASE G	24		rRNA processing(GO:0006364)		nuclease(PC00170)	
PTHR11405:SF4	VIBCH|EnsemblGenome=VC_2390|UniProtKB=Q9KPH8	CARBAMOYL-PHOSPHATE SYNTHASE ARGININE-SPECIFIC SMALL CHAIN	92	ligase activity(GO:0016874)	amide biosynthetic process(GO:0043604);cellular amino acid biosynthetic process(GO:0008652);cellular response to organonitrogen compound(GO:0071417);cellular response to oxygen-containing compound(GO:1901701);heterocycle biosynthetic process(GO:0018130);organic cyclic compound biosynthetic process(GO:1901362);organophosphate biosynthetic process(GO:0090407);phosphate-containing compound metabolic process(GO:0006796);pyrimidine nucleobase metabolic process(GO:0006206);response to amino acid(GO:0043200)	catalytic complex(GO:1902494);cytoplasmic part(GO:0044444)	cysteine protease(PC00081);ligase(PC00142);metalloprotease(PC00153);transferase(PC00220)	
PTHR38042:SF1	VIBCH|EnsemblGenome=VC_0119|UniProtKB=Q9KVM2	"UROPORPHYRINOGEN-III SYNTHASE, CHLOROPLASTIC"	56					
PTHR38099:SF1	VIBCH|EnsemblGenome=VC_2026|UniProtKB=Q9KQH2	LARGE RIBOSOMAL RNA SUBUNIT ACCUMULATION PROTEIN YCED	9					
PTHR35867:SF1	VIBCH|EnsemblGenome=VC_2464|UniProtKB=Q9KPA9	PROTEIN RSEC	12					
PTHR41533:SF1	VIBCH|EnsemblGenome=VC_1268|UniProtKB=Q9KSI8	SUBFAMILY NOT NAMED	5					
PTHR10088:SF5	VIBCH|EnsemblGenome=VC_0690|UniProtKB=Q9KU39	SUBFAMILY NOT NAMED	4	carbon-oxygen lyase activity(GO:0016835);hydrolase activity(GO:0016787)	amino sugar catabolic process(GO:0046348);peptidoglycan metabolic process(GO:0000270)		lyase(PC00144)	
PTHR30381:SF0	VIBCH|EnsemblGenome=VC_2193|UniProtKB=Q9KQ14	FLAGELLAR P-RING PROTEIN	18	structural molecule activity(GO:0005198)	cellular process(GO:0009987)	extracellular region(GO:0005576)	structural protein(PC00211)	
PTHR21392:SF0	VIBCH|EnsemblGenome=VC_1980|UniProtKB=Q9KQL8	DTW DOMAIN-CONTAINING PROTEIN 2	78					
PTHR43535:SF1	VIBCH|EnsemblGenome=VC_1936|UniProtKB=Q9KQR2	SUBFAMILY NOT NAMED	10		cell wall biogenesis(GO:0042546)	plasma membrane(GO:0005886)		
PTHR36449:SF4	VIBCH|EnsemblGenome=VC_A0318|UniProtKB=Q9K2P7	SUBFAMILY NOT NAMED	2					
PTHR33525:SF5	VIBCH|EnsemblGenome=VC_1081|UniProtKB=Q9KT24	SUBFAMILY NOT NAMED	2					
PTHR18964:SF128	VIBCH|EnsemblGenome=VC_0993|UniProtKB=Q9KTB0	N-ACETYLGLUCOSAMINE REPRESSOR	4	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);carbohydrate kinase activity(GO:0019200)	monosaccharide metabolic process(GO:0005996);regulation of carbohydrate metabolic process(GO:0006109);regulation of transcription by RNA polymerase II(GO:0006357);transcription by RNA polymerase II(GO:0006366)		carbohydrate kinase(PC00065);epimerase/racemase(PC00096);transcription factor(PC00218)	
PTHR30481:SF3	VIBCH|EnsemblGenome=VC_2626|UniProtKB=P0C6Q8	DNA ADENINE METHYLASE	14					
PTHR45866:SF4	VIBCH|EnsemblGenome=VC_2431|UniProtKB=Q9KPD9	DNA TOPOISOMERASE 4 SUBUNIT B	13	"DNA binding(GO:0003677);DNA-dependent ATPase activity(GO:0008094);catalytic activity, acting on DNA(GO:0140097)"	DNA conformation change(GO:0071103);DNA metabolic process(GO:0006259)		DNA topoisomerase(PC00017);enzyme modulator(PC00095);isomerase(PC00135)	
PTHR11458:SF0	VIBCH|EnsemblGenome=VC_0105|UniProtKB=Q9KVN6	DELTA-AMINOLEVULINIC ACID DEHYDRATASE	124	hydro-lyase activity(GO:0016836);zinc ion binding(GO:0008270)	heme biosynthetic process(GO:0006783)	cytosol(GO:0005829)	dehydratase(PC00091);metalloprotease(PC00153)	
PTHR30629:SF6	"VIBCH|EnsemblGenome=VC_1758|UniProtKB=Q9KR84,VIBCH|EnsemblGenome=VC_0847|UniProtKB=H9L4T5,VIBCH|EnsemblGenome=VC_0516|UniProtKB=Q9KUK2"	PROPHAGE INTEGRASE INTA-RELATED	12					
PTHR12563:SF21	VIBCH|EnsemblGenome=VC_0093|UniProtKB=Q9KVP8	BCDNA.GH07066	45					
PTHR32089:SF92	"VIBCH|EnsemblGenome=VC_1298|UniProtKB=Q9KSF8,VIBCH|EnsemblGenome=VC_A0008|UniProtKB=Q9KNF6,VIBCH|EnsemblGenome=VC_0282|UniProtKB=Q9KV74,VIBCH|EnsemblGenome=VC_0514|UniProtKB=Q9KUK4,VIBCH|EnsemblGenome=VC_0840|UniProtKB=Q9KTQ7,VIBCH|EnsemblGenome=VC_1643|UniProtKB=Q9KRJ7,VIBCH|EnsemblGenome=VC_1313|UniProtKB=Q9KSE4,VIBCH|EnsemblGenome=VC_A0923|UniProtKB=Q9KL26,VIBCH|EnsemblGenome=VC_1405|UniProtKB=Q9KS55,VIBCH|EnsemblGenome=VC_2161|UniProtKB=Q9KQ43,VIBCH|EnsemblGenome=VC_A0663|UniProtKB=Q9KLS8,VIBCH|EnsemblGenome=VC_1967|UniProtKB=Q9KQN1,VIBCH|EnsemblGenome=VC_A1056|UniProtKB=Q9KKP6"	SUBFAMILY NOT NAMED	90					
PTHR10266:SF3	VIBCH|EnsemblGenome=VC_0575|UniProtKB=Q9KUE6	"CYTOCHROME C1, HEME PROTEIN, MITOCHONDRIAL"	71					
PTHR12169:SF6	VIBCH|EnsemblGenome=VC_0568|UniProtKB=Q9KUF3	AFG1-LIKE ATPASE	133					
PTHR30033:SF1	VIBCH|EnsemblGenome=VC_2191|UniProtKB=Q9KQ16	FLAGELLAR HOOK-ASSOCIATED PROTEIN 1	24					
PTHR33231:SF3	VIBCH|EnsemblGenome=VC_0706|UniProtKB=Q9KU23	RIBOSOME-ASSOCIATED INHIBITOR A	6	ribosome binding(GO:0043022)	formation of translation initiation ternary complex(GO:0001677);negative regulation of translation(GO:0017148);translational elongation(GO:0006414);translational termination(GO:0006415)	cytosolic small ribosomal subunit(GO:0022627)		
PTHR30589:SF0	VIBCH|EnsemblGenome=VC_0674|UniProtKB=O87077	PROLIPOPROTEIN DIACYLGLYCERYL TRANSFERASE	39	"transferase activity, transferring glycosyl groups(GO:0016757)"	biosynthetic process(GO:0009058)	plasma membrane(GO:0005886)	transferase(PC00220)	
PTHR36985:SF1	VIBCH|EnsemblGenome=VC_2547|UniProtKB=Q9KP32	TRANSLOCATION AND ASSEMBLY MODULE SUBUNIT TAMB	11					
PTHR46683:SF1	VIBCH|EnsemblGenome=VC_0211|UniProtKB=Q9KVD5	OROTATE PHOSPHORIBOSYLTRANSFERASE 1-RELATED	25					
PTHR31756:SF3	VIBCH|EnsemblGenome=VC_A0986|UniProtKB=Q9KKW4	"PYRUVATE, PHOSPHATE DIKINASE REGULATORY PROTEIN 1, CHLOROPLASTIC"	58					
PTHR11707:SF28	VIBCH|EnsemblGenome=VC_1995|UniProtKB=Q9KQK3	60 KDA LYSOPHOSPHOLIPASE	86					
PTHR43823:SF1	VIBCH|EnsemblGenome=VC_0650|UniProtKB=Q9KU73	SUBFAMILY NOT NAMED	38	transmembrane transporter activity(GO:0022857)	cellular process(GO:0009987);response to stimulus(GO:0050896)		transporter(PC00227)	
PTHR10099:SF1	VIBCH|EnsemblGenome=VC_0869|UniProtKB=Q9KTN2	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE	120			cytoplasm(GO:0005737)	cysteine protease(PC00081);ligase(PC00142)	
PTHR30537:SF26	"VIBCH|EnsemblGenome=VC_0787|UniProtKB=Q9KTV0,VIBCH|EnsemblGenome=VC_0896|UniProtKB=Q9KTK6,VIBCH|EnsemblGenome=VC_A0964|UniProtKB=Q9KKY6"	GLYCINE CLEAVAGE SYSTEM TRANSCRIPTIONAL ACTIVATOR	25	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	"transcription, DNA-templated(GO:0006351)"			
PTHR10434:SF11	VIBCH|EnsemblGenome=VC_2513|UniProtKB=Q9KP63	1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE	72	"transferase activity, transferring acyl groups other than amino-acyl groups(GO:0016747)"	glycerophospholipid biosynthetic process(GO:0046474)	endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);vacuole(GO:0005773)		
PTHR24567:SF28	VIBCH|EnsemblGenome=VC_1434|UniProtKB=P0C6D0	FUMARATE AND NITRATE REDUCTION REGULATORY PROTEIN	21	DNA-binding transcription factor activity(GO:0003700)	"transcription, DNA-templated(GO:0006351)"	cytosol(GO:0005829)	winged helix/forkhead transcription factor(PC00246)	
PTHR38097:SF2	VIBCH|EnsemblGenome=VC_1130|UniProtKB=Q9KSX6	DNA-BINDING PROTEIN STPA	6	DNA-binding transcription factor activity(GO:0003700);transcription regulatory region sequence-specific DNA binding(GO:0000976)	"gene silencing(GO:0016458);negative regulation of transcription, DNA-templated(GO:0045892);transcription, DNA-templated(GO:0006351)"	cytosol(GO:0005829);protein-DNA complex(GO:0032993)		
PTHR42982:SF1	"VIBCH|EnsemblGenome=VC_A0533|UniProtKB=Q9KM55,VIBCH|EnsemblGenome=VC_0086|UniProtKB=P57051"	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATA	33					
PTHR30012:SF7	"VIBCH|EnsemblGenome=VC_0836|UniProtKB=P0C6C9,VIBCH|EnsemblGenome=VC_2425|UniProtKB=Q9X4G9"	PROTEIN TRANSPORT PROTEIN HOFC HOMOLOG	15		protein secretion(GO:0009306);protein transmembrane transport(GO:0071806)	plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR24260:SF89	VIBCH|EnsemblGenome=VC_A0803|UniProtKB=Q9KLE3	EG:BACR7A4.3 PROTEIN-RELATED	121					
PTHR30126:SF64	VIBCH|EnsemblGenome=VC_1580|UniProtKB=Q9KRQ6	SUBFAMILY NOT NAMED	8					
PTHR42734:SF15	VIBCH|EnsemblGenome=VC_1525|UniProtKB=Q9KRV9	SUBFAMILY NOT NAMED	8					
PTHR30111:SF1	VIBCH|EnsemblGenome=VC_2736|UniProtKB=Q9KNK2	33 KDA CHAPERONIN	36					
PTHR30511:SF0	VIBCH|EnsemblGenome=VC_1312|UniProtKB=Q9KSE5	"ALANINE RACEMASE, CATABOLIC"	36	catalytic activity(GO:0003824)	cellular amino acid metabolic process(GO:0006520)		epimerase/racemase(PC00096)	
PTHR43133:SF20	VIBCH|EnsemblGenome=VC_1045|UniProtKB=Q9KT60	SUBFAMILY NOT NAMED	2				winged helix/forkhead transcription factor(PC00246)	
PTHR33121:SF57	"VIBCH|EnsemblGenome=VC_2750|UniProtKB=Q9KNI8,VIBCH|EnsemblGenome=VC_A0785|UniProtKB=Q9KLF9,VIBCH|EnsemblGenome=VC_1934|UniProtKB=Q9KQR4,VIBCH|EnsemblGenome=VC_A0080|UniProtKB=Q9KN85,VIBCH|EnsemblGenome=VC_0653|UniProtKB=Q9KU70"	CYCLIC DI-GMP PHOSPHODIESTERASE PDEA-RELATED	30					
PTHR43776:SF9	"VIBCH|EnsemblGenome=VC_A0977|UniProtKB=Q9KKX3,VIBCH|EnsemblGenome=VC_1095|UniProtKB=Q9KT10"	"D,D-DIPEPTIDE TRANSPORT ATP-BINDING PROTEIN DDPF-RELATED"	19	"ATPase activity, coupled to transmembrane movement of substances(GO:0042626)"	amino acid transport(GO:0006865);carbohydrate metabolic process(GO:0005975);carbohydrate transport(GO:0008643);cellular amino acid metabolic process(GO:0006520);phosphate-containing compound metabolic process(GO:0006796)		ATP-binding cassette (ABC) transporter(PC00003)	
PTHR33451:SF1	VIBCH|EnsemblGenome=VC_2037|UniProtKB=Q9KQG1	SUBFAMILY NOT NAMED	3					
PTHR39591:SF1	VIBCH|EnsemblGenome=VC_A0741|UniProtKB=Q9KLK2	UPF0265 PROTEIN YEEX	6					
PTHR42993:SF1	VIBCH|EnsemblGenome=VC_A0808|UniProtKB=Q9KLD8	MAOC-LIKE DEHYDRATASE DOMAIN-CONTAINING PROTEIN	15					
PTHR39455:SF1	VIBCH|EnsemblGenome=VC_2428|UniProtKB=Q9KPE2	CELL DIVISION PROTEIN ZAPD	6		asexual reproduction(GO:0019954);cytokinesis(GO:0000910);membrane fission(GO:0090148);reproductive process(GO:0022414)	cell division site(GO:0032153)		
PTHR35039:SF6	VIBCH|EnsemblGenome=VC_A0242|UniProtKB=Q9KMS8	3-KETO-L-GULONATE-6-PHOSPHATE DECARBOXYLASE SGBH	5	lyase activity(GO:0016829)	carboxylic acid catabolic process(GO:0046395);coenzyme metabolic process(GO:0006732);monosaccharide metabolic process(GO:0005996)			
PTHR35011:SF4	VIBCH|EnsemblGenome=VC_1274|UniProtKB=Q9KSI2	SUBFAMILY NOT NAMED	3		C4-dicarboxylate transport(GO:0015740)	plasma membrane(GO:0005886)		
PTHR19384:SF89	VIBCH|EnsemblGenome=VC_0384|UniProtKB=Q9KUX4	NADPH OXIDOREDUCTASE A	19	flavin adenine dinucleotide binding(GO:0050660);oxidoreductase activity(GO:0016491);ribonucleotide binding(GO:0032553)		cytosol(GO:0005829)		
PTHR11545:SF2	VIBCH|EnsemblGenome=VC_0570|UniProtKB=Q9KUF1	"54S RIBOSOMAL PROTEIN L23, MITOCHONDRIAL"	97	mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	formation of translation initiation ternary complex(GO:0001677);negative regulation of translation(GO:0017148);translational elongation(GO:0006414);translational termination(GO:0006415)	ribosome(GO:0005840)	ribosomal protein(PC00202)	
PTHR33164:SF61	"VIBCH|EnsemblGenome=VC_0649|UniProtKB=Q9KU74,VIBCH|EnsemblGenome=VC_A0955|UniProtKB=Q9KKZ5"	SUBFAMILY NOT NAMED	19	transcription regulatory region DNA binding(GO:0044212)	"regulation of transcription, DNA-templated(GO:0006355);transcription, DNA-templated(GO:0006351)"		winged helix/forkhead transcription factor(PC00246)	
PTHR11135:SF1	VIBCH|EnsemblGenome=VC_2371|UniProtKB=Q9KPJ6	PROTEIN YHCC	21					
PTHR30330:SF1	VIBCH|EnsemblGenome=VC_2356|UniProtKB=Q9KPL1	SUBFAMILY NOT NAMED	17					
PTHR43470:SF3	VIBCH|EnsemblGenome=VC_A0072|UniProtKB=Q9KN93	SUBFAMILY NOT NAMED	9	"ATPase activity, coupled to transmembrane movement of substances(GO:0042626)"	anion transport(GO:0006820);catabolic process(GO:0009056);nucleobase-containing compound metabolic process(GO:0006139);phosphate-containing compound metabolic process(GO:0006796)	integral component of membrane(GO:0016021);plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR33362:SF5	VIBCH|EnsemblGenome=VC_1927|UniProtKB=Q9KQS1	SUBFAMILY NOT NAMED	10			plasma membrane(GO:0005886)		
PTHR30349:SF63	VIBCH|EnsemblGenome=VC_0128|UniProtKB=Q9KVL4	TYROSINE RECOMBINASE XERC-RELATED	29	DNA binding(GO:0003677)	DNA recombination(GO:0006310)	intracellular(GO:0005622)	DNA binding protein(PC00009)	
PTHR47271:SF2	VIBCH|EnsemblGenome=VC_0423|UniProtKB=Q9KUU2	SUBFAMILY NOT NAMED	21					
PTHR30222:SF12	VIBCH|EnsemblGenome=VC_0704|UniProtKB=Q9KU25	SUBFAMILY NOT NAMED	7	"ATPase activity, coupled to transmembrane movement of substances(GO:0042626)"		plasma membrane(GO:0005886)		
PTHR43170:SF5	VIBCH|EnsemblGenome=VC_A0197|UniProtKB=Q9KMW9	GMP REDUCTASE	29	oxidoreductase activity(GO:0016491)	purine ribonucleotide metabolic process(GO:0009150)		dehydrogenase(PC00092);reductase(PC00198)	
PTHR10277:SF9	VIBCH|EnsemblGenome=VC_2490|UniProtKB=Q9KP83	"2-ISOPROPYLMALATE SYNTHASE 1, CHLOROPLASTIC-RELATED"	108	"transferase activity, transferring acyl groups(GO:0016746)"	branched-chain amino acid biosynthetic process(GO:0009082)			
PTHR10146:SF5	VIBCH|EnsemblGenome=VC_0461|UniProtKB=Q9KUQ4	PYRIDOXAL PHOSPHATE HOMEOSTASIS PROTEIN	128	anion binding(GO:0043168);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);organic cyclic compound binding(GO:0097159);small molecule binding(GO:0036094)		intracellular(GO:0005622)		
PTHR26402:SF548	VIBCH|EnsemblGenome=VC_1320|UniProtKB=Q9KSD8	TRANSCRIPTIONAL REGULATORY PROTEIN RSTA	7	DNA-binding transcription factor activity(GO:0003700);molecular transducer activity(GO:0060089);transcription regulatory region sequence-specific DNA binding(GO:0000976)	"phosphorelay signal transduction system(GO:0000160);positive regulation of transcription, DNA-templated(GO:0045893);transcription, DNA-templated(GO:0006351)"	cytosol(GO:0005829);protein-DNA complex(GO:0032993)	methyltransferase(PC00155);protein kinase(PC00193);winged helix/forkhead transcription factor(PC00246)	
PTHR30469:SF11	VIBCH|EnsemblGenome=VC_0165|UniProtKB=Q9KVI1	SUBFAMILY NOT NAMED	11	drug transmembrane transporter activity(GO:0015238);efflux transmembrane transporter activity(GO:0015562)		transmembrane transporter complex(GO:1902495)		
PTHR18919:SF147	VIBCH|EnsemblGenome=VC_1046|UniProtKB=Q9KT59	"TRIFUNCTIONAL ENZYME SUBUNIT BETA, MITOCHONDRIAL"	46	"acetyltransferase activity(GO:0016407);ligase activity, forming carbon-sulfur bonds(GO:0016877)"	fatty acid catabolic process(GO:0009062);oxidation-reduction process(GO:0055114)		acetyltransferase(PC00038)	
PTHR33991:SF1	VIBCH|EnsemblGenome=VC_2459|UniProtKB=Q9KPB4	DNA REPAIR PROTEIN RECO	32					
PTHR37483:SF1	VIBCH|EnsemblGenome=VC_0850|UniProtKB=P0C6P8	UPF0125 PROTEIN RATB	10					
