Longname	Mapped	Info	Panth_fam	Pant_prot_class	Species	Molecular_function	Bio_process	Cellular_component
VIBCH|EnsemblGenome=VC_A0042|UniProtKB=Q9KNC3	VC_A0042	Cyclic di-GMP binding protein VCA0042;VC_A0042;ortholog			Vibrio cholerae	nucleotide binding(GO:0000166);molecular_function(GO:0003674);protein binding(GO:0005515);cyclic-di-GMP binding(GO:0035438);cofactor binding(GO:0048037)	biological_process(GO:0008150)	cellular_component(GO:0005575);bacterial-type flagellum(GO:0009288);bacterial-type flagellum basal body(GO:0009425)
VIBCH|EnsemblGenome=VC_0065|UniProtKB=Q9KVS4	VC_0065	Thiazole synthase;thiG;ortholog	THIAZOLE SYNTHASE (PTHR34266:SF2)		Vibrio cholerae	catalytic activity(GO:0003824);transferase activity(GO:0016740)	thiamine biosynthetic process(GO:0009228);thiamine diphosphate biosynthetic process(GO:0009229)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2679|UniProtKB=Q9KNQ2	VC_2679	50S ribosomal protein L31;rpmE;ortholog	50S RIBOSOMAL PROTEIN L31, CHLOROPLASTIC (PTHR33280:SF1)		Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843);metal ion binding(GO:0046872)	translation(GO:0006412)	intracellular(GO:0005622);ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_2717|UniProtKB=Q9KNL5	VC_2717	Uncharacterized protein;VC_2717;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0422|UniProtKB=Q9KMD9	VC_A0422	Antitoxin;VC_A0422;ortholog	SUBFAMILY NOT NAMED (PTHR33713:SF7)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0297|UniProtKB=Q9KV60	VC_0297	3-dehydroquinate dehydratase;aroQ;ortholog	SUBFAMILY NOT NAMED (PTHR21272:SF3)		Vibrio cholerae	3-dehydroquinate dehydratase activity(GO:0003855);lyase activity(GO:0016829)	cellular amino acid biosynthetic process(GO:0008652);aromatic amino acid family biosynthetic process(GO:0009073);chorismate biosynthetic process(GO:0009423)	
VIBCH|EnsemblGenome=VC_0192|UniProtKB=Q9KVF4	VC_0192	Transcriptional regulator, AraC/XylS family;VC_0192;ortholog	SUBFAMILY NOT NAMED (PTHR46796:SF1)		Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_0838|UniProtKB=P0C6D6	VC_0838	TCP pilus virulence regulatory protein;tcpN;ortholog	HTH-TYPE TRANSCRIPTIONAL ACTIVATOR RHAS (PTHR43280:SF13)	RNA binding protein(PC00031);hydrolase(PC00121);transcription factor(PC00218)	Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);identical protein binding(GO:0042802);sequence-specific DNA binding(GO:0043565)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355);pathogenesis(GO:0009405)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A0453|UniProtKB=Q9KMB9	VC_A0453	Uncharacterized protein;VC_A0453;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2670|UniProtKB=Q9KNR1	VC_2670	Triosephosphate isomerase;tpiA;ortholog	TRIOSEPHOSPHATE ISOMERASE (PTHR21139:SF2)		Vibrio cholerae	catalytic activity(GO:0003824);triose-phosphate isomerase activity(GO:0004807);isomerase activity(GO:0016853)	gluconeogenesis(GO:0006094);glycolytic process(GO:0006096);pentose-phosphate shunt(GO:0006098);metabolic process(GO:0008152);glycerol catabolic process(GO:0019563);glyceraldehyde-3-phosphate biosynthetic process(GO:0046166)	cytoplasm(GO:0005737);cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_1804|UniProtKB=Q9KR42	VC_1804	Uncharacterized protein;VC_1804;ortholog	SUBFAMILY NOT NAMED (PTHR38978:SF2)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0062|UniProtKB=Q9KVS7	VC_0062	Thiamine-phosphate synthase;thiE;ortholog	THIAMINE BIOSYNTHETIC BIFUNCTIONAL ENZYME (PTHR20857:SF15)	phosphorylase(PC00187);protein kinase(PC00193)	Vibrio cholerae	magnesium ion binding(GO:0000287);catalytic activity(GO:0003824);thiamine-phosphate diphosphorylase activity(GO:0004789);transferase activity(GO:0016740);metal ion binding(GO:0046872)	thiamine biosynthetic process(GO:0009228);thiamine diphosphate biosynthetic process(GO:0009229)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2027|UniProtKB=Q9KQH1	VC_2027	Maf-like protein VC_2027;VC_2027;ortholog	N-ACETYLSEROTONIN O-METHYLTRANSFERASE-LIKE PROTEIN (PTHR43213:SF5)	methyltransferase(PC00155)	Vibrio cholerae	nucleoside-triphosphate diphosphatase activity(GO:0047429)	biological_process(GO:0008150)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2041|UniProtKB=Q9KQF7	VC_2041	Uncharacterized protein;VC_2041;ortholog	INNER MEMBRANE PROTEIN YEJM (PTHR43108:SF10)		Vibrio cholerae	molecular_function(GO:0003674);catalytic activity(GO:0003824);sulfuric ester hydrolase activity(GO:0008484)	biological_process(GO:0008150);metabolic process(GO:0008152)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2213|UniProtKB=H9L4R9	VC_2213	Outer membrane protein OmpA;VC_2213;ortholog	SUBFAMILY NOT NAMED (PTHR30128:SF45)		Vibrio cholerae			cell outer membrane(GO:0009279);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0903|UniProtKB=Q9KTJ9	VC_0903	Protein Syd;syd;ortholog			Vibrio cholerae		biological_process(GO:0008150)	plasma membrane(GO:0005886);cytoplasmic side of plasma membrane(GO:0009898);membrane(GO:0016020)
VIBCH|EnsemblGenome=VC_1360|UniProtKB=Q9KS99	VC_1360	Amino acid ABC transporter, permease protein;VC_1360;ortholog	INNER MEMBRANE AMINO-ACID ABC TRANSPORTER PERMEASE PROTEIN YHDY (PTHR30614:SF42)	amino acid transporter(PC00046)	Vibrio cholerae	amino acid-transporting ATPase activity(GO:0015424);transmembrane transporter activity(GO:0022857)	amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865);transmembrane transport(GO:0055085);nitrogen compound transport(GO:0071705)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021);ATP-binding cassette (ABC) transporter complex(GO:0043190)
VIBCH|EnsemblGenome=VC_1932|UniProtKB=Q9KQR6	VC_1932	Uncharacterized protein;VC_1932;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0250|UniProtKB=Q9KVA0	VC_0250	Iron-containing alcohol dehydrogenase family protein RfbM;VC_0250;ortholog	SUBFAMILY NOT NAMED (PTHR11496:SF99)		Vibrio cholerae	alcohol dehydrogenase (NAD) activity(GO:0004022);alcohol dehydrogenase activity, iron-dependent(GO:0004025);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	fermentation(GO:0006113);oxidation-reduction process(GO:0055114)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_0646|UniProtKB=Q9KU77	VC_0646	30S ribosomal protein S15;rpsO;ortholog	37S RIBOSOMAL PROTEIN S28, MITOCHONDRIAL (PTHR23321:SF26)	ribosomal protein(PC00202)	Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	translation(GO:0006412)	intracellular(GO:0005622);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_A0843|UniProtKB=Q9KLA3	VC_A0843	Glyceraldehyde 3-phosphate dehydrogenase;VC_A0843;ortholog	SUBFAMILY NOT NAMED (PTHR43454:SF1)	dehydrogenase(PC00092)	Vibrio cholerae	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity(GO:0004365);oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor(GO:0016620);NADP binding(GO:0050661);NAD binding(GO:0051287)	glucose metabolic process(GO:0006006);glycolytic process(GO:0006096);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_1722|UniProtKB=Q9KRC0	VC_1722	Uncharacterized protein;VC_1722;ortholog	PROTEIN SXY (PTHR36121:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1147|UniProtKB=Q9KSV9	VC_1147	Iron-containing alcohol dehydrogenase;VC_1147;ortholog	SUBFAMILY NOT NAMED (PTHR11496:SF99)		Vibrio cholerae	alcohol dehydrogenase (NAD) activity(GO:0004022);alcohol dehydrogenase activity, iron-dependent(GO:0004025);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	fermentation(GO:0006113);oxidation-reduction process(GO:0055114)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0123|UniProtKB=Q9KN42	VC_A0123	VgrG protein;VC_A0123;ortholog	SUBFAMILY NOT NAMED (PTHR32305:SF11)	kinase activator(PC00138)	Vibrio cholerae	protein binding(GO:0005515)	biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_A0905|UniProtKB=Q9KL43	VC_A0905	Uncharacterized protein;VC_A0905;ortholog	CARBOHYDRATE DIACID REGULATOR (PTHR33744:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1666|UniProtKB=Q9KRH6	VC_1666	ABC transporter, ATP-binding protein, putative;VC_1666;ortholog	SUBFAMILY NOT NAMED (PTHR43875:SF5)	ATP-binding cassette (ABC) transporter(PC00003)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATPase activity(GO:0016887);ATPase activity, coupled to transmembrane movement of substances(GO:0042626)	transmembrane transport(GO:0055085)	
VIBCH|EnsemblGenome=VC_A1067|UniProtKB=Q9KKN5	VC_A1067	Aldehyde dehydrogenase;VC_A1067;ortholog	SUBFAMILY NOT NAMED (PTHR43570:SF20)		Vibrio cholerae	aldehyde dehydrogenase (NAD) activity(GO:0004029);aldehyde dehydrogenase [NAD(P)+] activity(GO:0004030);oxidoreductase activity(GO:0016491)	cellular aldehyde metabolic process(GO:0006081);fermentation(GO:0006113);metabolic process(GO:0008152);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_A0095|UniProtKB=Q9KN70	VC_A0095	Uncharacterized protein;VC_A0095;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2142|UniProtKB=P0C6C4	VC_2142	Flagellin B;flaB;ortholog	FLAGELLIN (PTHR42792:SF2)	structural protein(PC00211)	Vibrio cholerae	structural molecule activity(GO:0005198)	bacterial-type flagellum organization(GO:0044781);bacterial-type flagellum-dependent cell motility(GO:0071973)	extracellular region(GO:0005576);bacterial-type flagellum(GO:0009288);bacterial-type flagellum filament(GO:0009420)
VIBCH|EnsemblGenome=VC_0038|UniProtKB=Q9KVV1	VC_0038	Uncharacterized protein;VC_0038;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2605|UniProtKB=Q9KNX5	VC_2605	Uncharacterized protein;VC_2605;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0007|UniProtKB=Q9KNF7	VC_A0007	3-hydroxyisobutyrate dehydrogenase, putative;VC_A0007;ortholog	SUBFAMILY NOT NAMED (PTHR43060:SF11)	dehydrogenase(PC00092)	Vibrio cholerae	phosphogluconate dehydrogenase (decarboxylating) activity(GO:0004616);2-hydroxy-3-oxopropionate reductase activity(GO:0008679);oxidoreductase activity(GO:0016491);NAD binding(GO:0051287)	galactarate catabolic process(GO:0046392);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_1394|UniProtKB=Q9KS65	VC_1394	Methyl-accepting chemotaxis protein;VC_1394;ortholog	SUBFAMILY NOT NAMED (PTHR32089:SF70)		Vibrio cholerae	signaling receptor activity(GO:0004872);signaling receptor activity(GO:0038023)	chemotaxis(GO:0006935);signal transduction(GO:0007165)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0591|UniProtKB=Q9KUD1	VC_0591	Pantothenate synthetase;panC;ortholog	PANTOATE--BETA-ALANINE LIGASE (PTHR21299:SF1)	ligase(PC00142)	Vibrio cholerae	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);pantoate-beta-alanine ligase activity(GO:0004592);ATP binding(GO:0005524);ligase activity(GO:0016874)	biosynthetic process(GO:0009058);pantothenate biosynthetic process(GO:0015940);pantothenate biosynthetic process from valine(GO:0033317)	cytoplasm(GO:0005737);cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_1305|UniProtKB=Q9KSF1	VC_1305	Uncharacterized protein;VC_1305;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0446|UniProtKB=H9L4P8	VC_A0446	Haemagglutinin;VC_A0446;ortholog			Vibrio cholerae			
VIBCH|EnsemblGenome=VC_A0949|UniProtKB=Q9KL01	VC_A0949	SM-20-related protein;VC_A0949;ortholog	HIF PROLYL HYDROXYLASE, ISOFORM C (PTHR12907:SF26)		Vibrio cholerae	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);L-ascorbic acid binding(GO:0031418)	biological_process(GO:0008150);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_0961|UniProtKB=Q9KTE1	VC_0961	PhoH family protein;VC_0961;ortholog	PHOH-LIKE PROTEIN (PTHR30473:SF1)		Vibrio cholerae	RNA binding(GO:0003723);ATP binding(GO:0005524)	biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_1889|UniProtKB=Q9KQV9	VC_1889	Ribosomal-protein-serine acetyltransferase, putative;VC_1889;ortholog	RIBOSOMAL-PROTEIN-SERINE ACETYLTRANSFERASE (PTHR43441:SF4)		Vibrio cholerae	N-acetyltransferase activity(GO:0008080);acetyltransferase activity(GO:0016407);transferase activity(GO:0016740)	cellular protein modification process(GO:0006464);ribosome biogenesis(GO:0042254)	
VIBCH|EnsemblGenome=VC_2217|UniProtKB=Q9KPZ5	VC_2217	Beta-N-acetylhexosaminidase;VC_2217;ortholog	SUBFAMILY NOT NAMED (PTHR22600:SF12)	glycosidase(PC00110)	Vibrio cholerae	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-N-acetylhexosaminidase activity(GO:0004563);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);peptidoglycan turnover(GO:0009254);peptidoglycan-based cell wall biogenesis(GO:0009273)	
VIBCH|EnsemblGenome=VC_A0840|UniProtKB=Q9KLA6	VC_A0840	Deoxycytidylate deaminase, putative;VC_A0840;ortholog	DEOXYCYTIDYLATE DEAMINASE-RELATED (PTHR11086:SF18)	deaminase(PC00088)	Vibrio cholerae	catalytic activity(GO:0003824);dCMP deaminase activity(GO:0004132);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	nucleobase-containing compound metabolic process(GO:0006139);pyrimidine nucleotide metabolic process(GO:0006220)	
VIBCH|EnsemblGenome=VC_1110|UniProtKB=Q9KSZ6	VC_1110	Serine--tRNA ligase;serS;ortholog	SERINE--TRNA LIGASE (PTHR43697:SF1)	RNA binding protein(PC00031);aminoacyl-tRNA synthetase(PC00047)	Vibrio cholerae	nucleotide binding(GO:0000166);aminoacyl-tRNA ligase activity(GO:0004812);serine-tRNA ligase activity(GO:0004828);ATP binding(GO:0005524);ligase activity(GO:0016874)	translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);seryl-tRNA aminoacylation(GO:0006434);selenocysteinyl-tRNA(Sec) biosynthetic process(GO:0097056)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2364|UniProtKB=Q9KPK3	VC_2364	Bifunctional aspartokinase/homoserine dehydrogenase;VC_2364;ortholog	HOMOSERINE DEHYDROGENASE (PTHR43070:SF7)		Vibrio cholerae	aspartate kinase activity(GO:0004072);homoserine dehydrogenase activity(GO:0004412);ATP binding(GO:0005524);kinase activity(GO:0016301);oxidoreductase activity(GO:0016491);NADP binding(GO:0050661)	cellular amino acid metabolic process(GO:0006520);cellular amino acid biosynthetic process(GO:0008652);aspartate family amino acid biosynthetic process(GO:0009067);threonine biosynthetic process(GO:0009088);lysine biosynthetic process via diaminopimelate(GO:0009089);homoserine biosynthetic process(GO:0009090);phosphorylation(GO:0016310);oxidation-reduction process(GO:0055114)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2739|UniProtKB=Q9KNJ9	VC_2739	Uncharacterized protein;VC_2739;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1792|UniProtKB=Q9KR54	VC_1792	Uncharacterized protein;VC_1792;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0662|UniProtKB=Q9KLS9	VC_A0662	CbbY family protein;VC_A0662;ortholog	FRUCTOSE-1-PHOSPHATE PHOSPHATASE YQAB (PTHR43481:SF3)	phosphatase(PC00181)	Vibrio cholerae	hydrolase activity(GO:0016787);phosphatase activity(GO:0016791)	metabolic process(GO:0008152);dephosphorylation(GO:0016311)	
VIBCH|EnsemblGenome=VC_0937|UniProtKB=Q9KTG5	VC_0937	Exopolysaccharide biosynthesis protein, putative;VC_0937;ortholog	FERRIC ENTEROBACTIN TRANSPORT PROTEIN FEPE (PTHR32309:SF13)		Vibrio cholerae	molecular_function(GO:0003674)	polysaccharide biosynthetic process(GO:0000271);lipopolysaccharide biosynthetic process(GO:0009103);extracellular polysaccharide biosynthetic process(GO:0045226)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A1032|UniProtKB=Q9KKR9	VC_A1032	Uncharacterized protein;VC_A1032;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0379|UniProtKB=Q9KMH5	VC_A0379	Uncharacterized protein;VC_A0379;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0240|UniProtKB=Q9KMT0	VC_A0240	Uncharacterized protein;VC_A0240;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0925|UniProtKB=Q9KTH7	VC_0925	Polysaccharide biosynthesis protein, putative;VC_0925;ortholog	SUBFAMILY NOT NAMED (PTHR12526:SF510)		Vibrio cholerae	molecular_function(GO:0003674);lipopolysaccharide-1,6-galactosyltransferase activity(GO:0008921)	polysaccharide biosynthetic process(GO:0000271);lipopolysaccharide biosynthetic process(GO:0009103)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0034|UniProtKB=Q9KND1	VC_A0034	Uncharacterized protein;VC_A0034;ortholog	SUBFAMILY NOT NAMED (PTHR33525:SF6)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0109|UniProtKB=Q9KN56	VC_A0109	Uncharacterized protein;VC_A0109;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0246|UniProtKB=Q9KMS4	VC_A0246	SgaT protein;VC_A0246;ortholog	ASCORBATE-SPECIFIC PTS SYSTEM EIIC COMPONENT (PTHR33843:SF5)		Vibrio cholerae	transporter activity(GO:0005215);protein-N(PI)-phosphohistidine-sugar phosphotransferase activity(GO:0008982);transferase activity(GO:0016740)	phosphoenolpyruvate-dependent sugar phosphotransferase system(GO:0009401);carbohydrate transmembrane transport(GO:0034219)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2617|UniProtKB=Q9KNW3	VC_2617	Arginine N-succinyltransferase;VC_2617;ortholog	ARGININE N-SUCCINYLTRANSFERASE (PTHR30420:SF1)	hydrolase(PC00121)	Vibrio cholerae	arginine N-succinyltransferase activity(GO:0008791);transferase activity(GO:0016740);transferase activity, transferring acyl groups(GO:0016746);succinyltransferase activity(GO:0016748)	arginine metabolic process(GO:0006525);arginine catabolic process(GO:0006527);arginine catabolic process to succinate(GO:0019545)	
VIBCH|EnsemblGenome=VC_2165|UniProtKB=Q9KQ39	VC_2165	Arsenate reductase;VC_2165;ortholog	SUBFAMILY NOT NAMED (PTHR30041:SF4)		Vibrio cholerae	arsenate reductase (glutaredoxin) activity(GO:0008794);oxidoreductase activity(GO:0016491)	response to arsenic-containing substance(GO:0046685);oxidation-reduction process(GO:0055114)	
